Device/Package xcku095ffvb2104 3/31/2015 11:10:43,,,,,,
B22,IO_L19N_T3L_N1_DBC_AD9N_71,3L,71,HP,NA,NA
E25,IO_L18P_T2U_N10_AD2P_71,2U,71,HP,NA,NA
D25,IO_L18N_T2U_N11_AD2N_71,2U,71,HP,NA,NA
D24,IO_L17P_T2U_N8_AD10P_71,2U,71,HP,NA,NA
D23,IO_L17N_T2U_N9_AD10N_71,2U,71,HP,NA,NA
E23,IO_L16P_T2U_N6_QBC_AD3P_71,2U,71,HP,NA,NA
E22,IO_L16N_T2U_N7_QBC_AD3N_71,2U,71,HP,NA,NA
G22,IO_L15P_T2L_N4_AD11P_71,2L,71,HP,NA,NA
F22,IO_L15N_T2L_N5_AD11N_71,2L,71,HP,NA,NA
F24,IO_L14P_T2L_N2_GC_71,2L,71,HP,NA,NA
F23,IO_L14N_T2L_N3_GC_71,2L,71,HP,NA,NA
F25,IO_T2U_N12_71,2U,71,HP,NA,NA
G25,IO_L13P_T2L_N0_GC_QBC_71,2L,71,HP,NA,NA
G24,IO_L13N_T2L_N1_GC_QBC_71,2L,71,HP,NA,NA
J24,IO_L12P_T1U_N10_GC_71,1U,71,HP,NA,NA
H24,IO_L12N_T1U_N11_GC_71,1U,71,HP,NA,NA
H22,IO_T1U_N12_71,1U,71,HP,NA,NA
J23,IO_L11P_T1U_N8_GC_71,1U,71,HP,NA,NA
H23,IO_L11N_T1U_N9_GC_71,1U,71,HP,NA,NA
K25,IO_L10P_T1U_N6_QBC_AD4P_71,1U,71,HP,NA,NA
J25,IO_L10N_T1U_N7_QBC_AD4N_71,1U,71,HP,NA,NA
L23,IO_L9P_T1L_N4_AD12P_71,1L,71,HP,NA,NA
K23,IO_L9N_T1L_N5_AD12N_71,1L,71,HP,NA,NA
L22,IO_L8P_T1L_N2_AD5P_71,1L,71,HP,NA,NA
K22,IO_L8N_T1L_N3_AD5N_71,1L,71,HP,NA,NA
L25,IO_L7P_T1L_N0_QBC_AD13P_71,1L,71,HP,NA,NA
L24,IO_L7N_T1L_N1_QBC_AD13N_71,1L,71,HP,NA,NA
R25,IO_L6P_T0U_N10_AD6P_71,0U,71,HP,NA,NA
P25,IO_L6N_T0U_N11_AD6N_71,0U,71,HP,NA,NA
M25,IO_L5P_T0U_N8_AD14P_71,0U,71,HP,NA,NA
M24,IO_L5N_T0U_N9_AD14N_71,0U,71,HP,NA,NA
P24,IO_L4P_T0U_N6_DBC_AD7P_71,0U,71,HP,NA,NA
N24,IO_L4N_T0U_N7_DBC_AD7N_71,0U,71,HP,NA,NA
P23,IO_L3P_T0L_N4_AD15P_71,0L,71,HP,NA,NA
N23,IO_L3N_T0L_N5_AD15N_71,0L,71,HP,NA,NA
N22,IO_L2P_T0L_N2_71,0L,71,HP,NA,NA
M22,IO_L2N_T0L_N3_71,0L,71,HP,NA,NA
R23,IO_T0U_N12_VRP_71,0U,71,HP,NA,NA
R21,IO_L1P_T0L_N0_DBC_71,0L,71,HP,NA,NA
P21,IO_L1N_T0L_N1_DBC_71,0L,71,HP,NA,NA
R22,VREF_71,NA,71,HP,NA,NA
AL21,IO_L24P_T3U_N10_84,3U,84,HR,NA,NA
AM21,IO_L24N_T3U_N11_84,3U,84,HR,NA,NA
AP21,IO_T3U_N12_84,3U,84,HR,NA,NA
AL22,IO_L23P_T3U_N8_84,3U,84,HR,NA,NA
AM22,IO_L23N_T3U_N9_84,3U,84,HR,NA,NA
AL24,IO_L22P_T3U_N6_DBC_AD0P_84,3U,84,HR,NA,NA
AM24,IO_L22N_T3U_N7_DBC_AD0N_84,3U,84,HR,NA,NA
AN24,IO_L21P_T3L_N4_AD8P_84,3L,84,HR,NA,NA
AP24,IO_L21N_T3L_N5_AD8N_84,3L,84,HR,NA,NA
AN23,IO_L20P_T3L_N2_AD1P_84,3L,84,HR,NA,NA
AP23,IO_L20N_T3L_N3_AD1N_84,3L,84,HR,NA,NA
AN22,IO_L19P_T3L_N0_DBC_AD9P_84,3L,84,HR,NA,NA
AN21,IO_L19N_T3L_N1_DBC_AD9N_84,3L,84,HR,NA,NA
AT24,IO_L18P_T2U_N10_AD2P_84,2U,84,HR,NA,NA
AU24,IO_L18N_T2U_N11_AD2N_84,2U,84,HR,NA,NA
AR23,IO_L17P_T2U_N8_AD10P_84,2U,84,HR,NA,NA
AT23,IO_L17N_T2U_N9_AD10N_84,2U,84,HR,NA,NA
AR22,IO_L16P_T2U_N6_QBC_AD3P_84,2U,84,HR,NA,NA
AT22,IO_L16N_T2U_N7_QBC_AD3N_84,2U,84,HR,NA,NA
AU22,IO_L15P_T2L_N4_AD11P_84,2L,84,HR,NA,NA
AV22,IO_L15N_T2L_N5_AD11N_84,2L,84,HR,NA,NA
AV24,IO_L14P_T2L_N2_GC_84,2L,84,HR,NA,NA
AW24,IO_L14N_T2L_N3_GC_84,2L,84,HR,NA,NA
AR21,IO_T2U_N12_84,2U,84,HR,NA,NA
AV23,IO_L13P_T2L_N0_GC_QBC_84,2L,84,HR,NA,NA
AW23,IO_L13N_T2L_N1_GC_QBC_84,2L,84,HR,NA,NA
AL23,VREF_84,NA,84,HR,NA,NA
AY23,IO_L12P_T1U_N10_GC_94,1U,94,HR,NA,NA
BA23,IO_L12N_T1U_N11_GC_94,1U,94,HR,NA,NA
BC23,IO_T1U_N12_94,1U,94,HR,NA,NA
AY22,IO_L11P_T1U_N8_GC_94,1U,94,HR,NA,NA
BA22,IO_L11N_T1U_N9_GC_94,1U,94,HR,NA,NA
BA24,IO_L10P_T1U_N6_QBC_AD4P_94,1U,94,HR,NA,NA
BB24,IO_L10N_T1U_N7_QBC_AD4N_94,1U,94,HR,NA,NA
BB22,IO_L9P_T1L_N4_AD12P_94,1L,94,HR,NA,NA
BC22,IO_L9N_T1L_N5_AD12N_94,1L,94,HR,NA,NA
BB21,IO_L8P_T1L_N2_AD5P_94,1L,94,HR,NA,NA
BC21,IO_L8N_T1L_N3_AD5N_94,1L,94,HR,NA,NA
BA20,IO_L7P_T1L_N0_QBC_AD13P_94,1L,94,HR,NA,NA
BB20,IO_L7N_T1L_N1_QBC_AD13N_94,1L,94,HR,NA,NA
BD20,IO_L6P_T0U_N10_AD6P_94,0U,94,HR,NA,NA
BE20,IO_L6N_T0U_N11_AD6N_94,0U,94,HR,NA,NA
BD21,IO_L5P_T0U_N8_AD14P_94,0U,94,HR,NA,NA
BE21,IO_L5N_T0U_N9_AD14N_94,0U,94,HR,NA,NA
BE22,IO_L4P_T0U_N6_DBC_AD7P_94,0U,94,HR,NA,NA
BF22,IO_L4N_T0U_N7_DBC_AD7N_94,0U,94,HR,NA,NA
BC24,IO_L3P_T0L_N4_AD15P_94,0L,94,HR,NA,NA
BD24,IO_L3N_T0L_N5_AD15N_94,0L,94,HR,NA,NA
BD23,IO_L2P_T0L_N2_94,0L,94,HR,NA,NA
BE23,IO_L2N_T0L_N3_94,0L,94,HR,NA,NA
BF20,IO_T0U_N12_94,0U,94,HR,NA,NA
BF24,IO_L1P_T0L_N0_DBC_94,0L,94,HR,NA,NA
BF23,IO_L1N_T0L_N1_DBC_94,0L,94,HR,NA,NA
AY21,VREF_94,NA,94,HR,NA,NA
AW41,MGTYTXN3_124,NA,124,GTY,NA,NA
AW40,MGTYTXP3_124,NA,124,GTY,NA,NA
AV43,MGTYRXP3_124,NA,124,GTY,NA,NA
AV44,MGTYRXN3_124,NA,124,GTY,NA,NA
AY39,MGTREFCLK1N_124,NA,124,GTY,NA,NA
AY38,MGTREFCLK1P_124,NA,124,GTY,NA,NA
BB43,MGTYTXN2_124,NA,124,GTY,NA,NA
BB42,MGTYTXP2_124,NA,124,GTY,NA,NA
AW45,MGTYRXP2_124,NA,124,GTY,NA,NA
AW46,MGTYRXN2_124,NA,124,GTY,NA,NA
BD43,MGTYTXN1_124,NA,124,GTY,NA,NA
BD42,MGTYTXP1_124,NA,124,GTY,NA,NA
BA45,MGTYRXP1_124,NA,124,GTY,NA,NA
BA46,MGTYRXN1_124,NA,124,GTY,NA,NA
BA41,MGTREFCLK0N_124,NA,124,GTY,NA,NA
BA40,MGTREFCLK0P_124,NA,124,GTY,NA,NA
BF43,MGTYTXN0_124,NA,124,GTY,NA,NA
BF42,MGTYTXP0_124,NA,124,GTY,NA,NA
BC45,MGTYRXP0_124,NA,124,GTY,NA,NA
BC46,MGTYRXN0_124,NA,124,GTY,NA,NA
AP39,MGTYTXN3_125,NA,125,GTY,NA,NA
AP38,MGTYTXP3_125,NA,125,GTY,NA,NA
AP43,MGTYRXP3_125,NA,125,GTY,NA,NA
AP44,MGTYRXN3_125,NA,125,GTY,NA,NA
AU37,MGTREFCLK1N_125,NA,125,GTY,NA,NA
AU36,MGTREFCLK1P_125,NA,125,GTY,NA,NA
AR41,MGTYTXN2_125,NA,125,GTY,NA,NA
AR40,MGTYTXP2_125,NA,125,GTY,NA,NA
AR45,MGTYRXP2_125,NA,125,GTY,NA,NA
AR46,MGTYRXN2_125,NA,125,GTY,NA,NA
AT39,MGTYTXN1_125,NA,125,GTY,NA,NA
AT38,MGTYTXP1_125,NA,125,GTY,NA,NA
AT43,MGTYRXP1_125,NA,125,GTY,NA,NA
AT44,MGTYRXN1_125,NA,125,GTY,NA,NA
AV39,MGTREFCLK0N_125,NA,125,GTY,NA,NA
AV38,MGTREFCLK0P_125,NA,125,GTY,NA,NA
AU41,MGTYTXN0_125,NA,125,GTY,NA,NA
AU40,MGTYTXP0_125,NA,125,GTY,NA,NA
AU45,MGTYRXP0_125,NA,125,GTY,NA,NA
AU46,MGTYRXN0_125,NA,125,GTY,NA,NA
AK39,MGTYTXN3_126,NA,126,GTY,NA,NA
AK38,MGTYTXP3_126,NA,126,GTY,NA,NA
AK43,MGTYRXP3_126,NA,126,GTY,NA,NA
AK44,MGTYRXN3_126,NA,126,GTY,NA,NA
AN37,MGTREFCLK1N_126,NA,126,GTY,NA,NA
AN36,MGTREFCLK1P_126,NA,126,GTY,NA,NA
AL41,MGTYTXN2_126,NA,126,GTY,NA,NA
AL40,MGTYTXP2_126,NA,126,GTY,NA,NA
AL45,MGTYRXP2_126,NA,126,GTY,NA,NA
AL46,MGTYRXN2_126,NA,126,GTY,NA,NA
AM39,MGTYTXN1_126,NA,126,GTY,NA,NA
AM38,MGTYTXP1_126,NA,126,GTY,NA,NA
AM43,MGTYRXP1_126,NA,126,GTY,NA,NA
AM44,MGTYRXN1_126,NA,126,GTY,NA,NA
AR37,MGTREFCLK0N_126,NA,126,GTY,NA,NA
AR36,MGTREFCLK0P_126,NA,126,GTY,NA,NA
AN41,MGTYTXN0_126,NA,126,GTY,NA,NA
AN40,MGTYTXP0_126,NA,126,GTY,NA,NA
AN45,MGTYRXP0_126,NA,126,GTY,NA,NA
AN46,MGTYRXN0_126,NA,126,GTY,NA,NA
AF39,MGTYTXN3_127,NA,127,GTY,NA,NA
AF38,MGTYTXP3_127,NA,127,GTY,NA,NA
AF43,MGTYRXP3_127,NA,127,GTY,NA,NA
AF44,MGTYRXN3_127,NA,127,GTY,NA,NA
AJ37,MGTREFCLK1N_127,NA,127,GTY,NA,NA
AJ36,MGTREFCLK1P_127,NA,127,GTY,NA,NA
AG41,MGTYTXN2_127,NA,127,GTY,NA,NA
AG40,MGTYTXP2_127,NA,127,GTY,NA,NA
AG45,MGTYRXP2_127,NA,127,GTY,NA,NA
AG46,MGTYRXN2_127,NA,127,GTY,NA,NA
AH39,MGTYTXN1_127,NA,127,GTY,NA,NA
AH38,MGTYTXP1_127,NA,127,GTY,NA,NA
AH43,MGTYRXP1_127,NA,127,GTY,NA,NA
AH44,MGTYRXN1_127,NA,127,GTY,NA,NA
AL37,MGTREFCLK0N_127,NA,127,GTY,NA,NA
AL36,MGTREFCLK0P_127,NA,127,GTY,NA,NA
AJ41,MGTYTXN0_127,NA,127,GTY,NA,NA
AJ40,MGTYTXP0_127,NA,127,GTY,NA,NA
AJ45,MGTYRXP0_127,NA,127,GTY,NA,NA
AJ46,MGTYRXN0_127,NA,127,GTY,NA,NA
AB39,MGTYTXN3_128,NA,128,GTY,NA,NA
AB38,MGTYTXP3_128,NA,128,GTY,NA,NA
AB43,MGTYRXP3_128,NA,128,GTY,NA,NA
AB44,MGTYRXN3_128,NA,128,GTY,NA,NA
AE37,MGTREFCLK1N_128,NA,128,GTY,NA,NA
AE36,MGTREFCLK1P_128,NA,128,GTY,NA,NA
AC41,MGTYTXN2_128,NA,128,GTY,NA,NA
AC40,MGTYTXP2_128,NA,128,GTY,NA,NA
AC45,MGTYRXP2_128,NA,128,GTY,NA,NA
AC46,MGTYRXN2_128,NA,128,GTY,NA,NA
AD39,MGTYTXN1_128,NA,128,GTY,NA,NA
AD38,MGTYTXP1_128,NA,128,GTY,NA,NA
AD43,MGTYRXP1_128,NA,128,GTY,NA,NA
AD44,MGTYRXN1_128,NA,128,GTY,NA,NA
AG37,MGTREFCLK0N_128,NA,128,GTY,NA,NA
AG36,MGTREFCLK0P_128,NA,128,GTY,NA,NA
AE41,MGTYTXN0_128,NA,128,GTY,NA,NA
AE40,MGTYTXP0_128,NA,128,GTY,NA,NA
AE45,MGTYRXP0_128,NA,128,GTY,NA,NA
AE46,MGTYRXN0_128,NA,128,GTY,NA,NA
V39,MGTYTXN3_129,NA,129,GTY,NA,NA
V38,MGTYTXP3_129,NA,129,GTY,NA,NA
V43,MGTYRXP3_129,NA,129,GTY,NA,NA
V44,MGTYRXN3_129,NA,129,GTY,NA,NA
AA37,MGTREFCLK1N_129,NA,129,GTY,NA,NA
AA36,MGTREFCLK1P_129,NA,129,GTY,NA,NA
W41,MGTYTXN2_129,NA,129,GTY,NA,NA
W40,MGTYTXP2_129,NA,129,GTY,NA,NA
W45,MGTYRXP2_129,NA,129,GTY,NA,NA
W46,MGTYRXN2_129,NA,129,GTY,NA,NA
B42,MGTAVTTRCAL_LN,NA,NA,NA,NA,NA
B43,MGTRREF_LN,NA,NA,NA,NA,NA
Y39,MGTYTXN1_129,NA,129,GTY,NA,NA
Y38,MGTYTXP1_129,NA,129,GTY,NA,NA
Y43,MGTYRXP1_129,NA,129,GTY,NA,NA
Y44,MGTYRXN1_129,NA,129,GTY,NA,NA
AC37,MGTREFCLK0N_129,NA,129,GTY,NA,NA
AC36,MGTREFCLK0P_129,NA,129,GTY,NA,NA
AA41,MGTYTXN0_129,NA,129,GTY,NA,NA
AA40,MGTYTXP0_129,NA,129,GTY,NA,NA
AA45,MGTYRXP0_129,NA,129,GTY,NA,NA
AA46,MGTYRXN0_129,NA,129,GTY,NA,NA
P39,MGTYTXN3_130,NA,130,GTY,NA,NA
P38,MGTYTXP3_130,NA,130,GTY,NA,NA
P43,MGTYRXP3_130,NA,130,GTY,NA,NA
P44,MGTYRXN3_130,NA,130,GTY,NA,NA
U37,MGTREFCLK1N_130,NA,130,GTY,NA,NA
U36,MGTREFCLK1P_130,NA,130,GTY,NA,NA
R41,MGTYTXN2_130,NA,130,GTY,NA,NA
R40,MGTYTXP2_130,NA,130,GTY,NA,NA
R45,MGTYRXP2_130,NA,130,GTY,NA,NA
R46,MGTYRXN2_130,NA,130,GTY,NA,NA
T39,MGTYTXN1_130,NA,130,GTY,NA,NA
T38,MGTYTXP1_130,NA,130,GTY,NA,NA
T43,MGTYRXP1_130,NA,130,GTY,NA,NA
T44,MGTYRXN1_130,NA,130,GTY,NA,NA
W37,MGTREFCLK0N_130,NA,130,GTY,NA,NA
W36,MGTREFCLK0P_130,NA,130,GTY,NA,NA
U41,MGTYTXN0_130,NA,130,GTY,NA,NA
U40,MGTYTXP0_130,NA,130,GTY,NA,NA
U45,MGTYRXP0_130,NA,130,GTY,NA,NA
U46,MGTYRXN0_130,NA,130,GTY,NA,NA
J41,MGTYTXN3_131,NA,131,GTY,NA,NA
J40,MGTYTXP3_131,NA,131,GTY,NA,NA
K43,MGTYRXP3_131,NA,131,GTY,NA,NA
K44,MGTYRXN3_131,NA,131,GTY,NA,NA
N37,MGTREFCLK1N_131,NA,131,GTY,NA,NA
N36,MGTREFCLK1P_131,NA,131,GTY,NA,NA
L41,MGTYTXN2_131,NA,131,GTY,NA,NA
L40,MGTYTXP2_131,NA,131,GTY,NA,NA
L45,MGTYRXP2_131,NA,131,GTY,NA,NA
L46,MGTYRXN2_131,NA,131,GTY,NA,NA
M39,MGTYTXN1_131,NA,131,GTY,NA,NA
M38,MGTYTXP1_131,NA,131,GTY,NA,NA
M43,MGTYRXP1_131,NA,131,GTY,NA,NA
M44,MGTYRXN1_131,NA,131,GTY,NA,NA
R37,MGTREFCLK0N_131,NA,131,GTY,NA,NA
R36,MGTREFCLK0P_131,NA,131,GTY,NA,NA
N41,MGTYTXN0_131,NA,131,GTY,NA,NA
N40,MGTYTXP0_131,NA,131,GTY,NA,NA
N45,MGTYRXP0_131,NA,131,GTY,NA,NA
N46,MGTYRXN0_131,NA,131,GTY,NA,NA
AV7,MGTHTXP3_224,NA,224,GTH,NA,NA
AV2,MGTHRXP3_224,NA,224,GTH,NA,NA
AV1,MGTHRXN3_224,NA,224,GTH,NA,NA
AV6,MGTHTXN3_224,NA,224,GTH,NA,NA
AV11,MGTREFCLK1P_224,NA,224,GTH,NA,NA
AV10,MGTREFCLK1N_224,NA,224,GTH,NA,NA
BB5,MGTHTXP2_224,NA,224,GTH,NA,NA
AW4,MGTHRXP2_224,NA,224,GTH,NA,NA
AW3,MGTHRXN2_224,NA,224,GTH,NA,NA
BB4,MGTHTXN2_224,NA,224,GTH,NA,NA
BD5,MGTHTXP1_224,NA,224,GTH,NA,NA
BA2,MGTHRXP1_224,NA,224,GTH,NA,NA
BA1,MGTHRXN1_224,NA,224,GTH,NA,NA
BD4,MGTHTXN1_224,NA,224,GTH,NA,NA
AW9,MGTREFCLK0P_224,NA,224,GTH,NA,NA
AW8,MGTREFCLK0N_224,NA,224,GTH,NA,NA
BF5,MGTHTXP0_224,NA,224,GTH,NA,NA
BC2,MGTHRXP0_224,NA,224,GTH,NA,NA
BC1,MGTHRXN0_224,NA,224,GTH,NA,NA
BF4,MGTHTXN0_224,NA,224,GTH,NA,NA
AP7,MGTHTXP3_225,NA,225,GTH,NA,NA
AP2,MGTHRXP3_225,NA,225,GTH,NA,NA
AP1,MGTHRXN3_225,NA,225,GTH,NA,NA
AP6,MGTHTXN3_225,NA,225,GTH,NA,NA
AP11,MGTREFCLK1P_225,NA,225,GTH,NA,NA
AP10,MGTREFCLK1N_225,NA,225,GTH,NA,NA
AR9,MGTHTXP2_225,NA,225,GTH,NA,NA
AR4,MGTHRXP2_225,NA,225,GTH,NA,NA
AR3,MGTHRXN2_225,NA,225,GTH,NA,NA
AR8,MGTHTXN2_225,NA,225,GTH,NA,NA
BA4,MGTRREF_RS,NA,NA,NA,NA,NA
BA5,MGTAVTTRCAL_RS,NA,NA,NA,NA,NA
AT7,MGTHTXP1_225,NA,225,GTH,NA,NA
AT2,MGTHRXP1_225,NA,225,GTH,NA,NA
AT1,MGTHRXN1_225,NA,225,GTH,NA,NA
AT6,MGTHTXN1_225,NA,225,GTH,NA,NA
AT11,MGTREFCLK0P_225,NA,225,GTH,NA,NA
AT10,MGTREFCLK0N_225,NA,225,GTH,NA,NA
AU9,MGTHTXP0_225,NA,225,GTH,NA,NA
AU4,MGTHRXP0_225,NA,225,GTH,NA,NA
AU3,MGTHRXN0_225,NA,225,GTH,NA,NA
AU8,MGTHTXN0_225,NA,225,GTH,NA,NA
AK7,MGTHTXP3_226,NA,226,GTH,NA,NA
AK2,MGTHRXP3_226,NA,226,GTH,NA,NA
AK1,MGTHRXN3_226,NA,226,GTH,NA,NA
AK6,MGTHTXN3_226,NA,226,GTH,NA,NA
AK11,MGTREFCLK1P_226,NA,226,GTH,NA,NA
AK10,MGTREFCLK1N_226,NA,226,GTH,NA,NA
AL9,MGTHTXP2_226,NA,226,GTH,NA,NA
AL4,MGTHRXP2_226,NA,226,GTH,NA,NA
AL3,MGTHRXN2_226,NA,226,GTH,NA,NA
AL8,MGTHTXN2_226,NA,226,GTH,NA,NA
AM7,MGTHTXP1_226,NA,226,GTH,NA,NA
AM2,MGTHRXP1_226,NA,226,GTH,NA,NA
AM1,MGTHRXN1_226,NA,226,GTH,NA,NA
AM6,MGTHTXN1_226,NA,226,GTH,NA,NA
AM11,MGTREFCLK0P_226,NA,226,GTH,NA,NA
AM10,MGTREFCLK0N_226,NA,226,GTH,NA,NA
AN9,MGTHTXP0_226,NA,226,GTH,NA,NA
AN4,MGTHRXP0_226,NA,226,GTH,NA,NA
AN3,MGTHRXN0_226,NA,226,GTH,NA,NA
AN8,MGTHTXN0_226,NA,226,GTH,NA,NA
AF7,MGTHTXP3_227,NA,227,GTH,NA,NA
AF2,MGTHRXP3_227,NA,227,GTH,NA,NA
AF1,MGTHRXN3_227,NA,227,GTH,NA,NA
AF6,MGTHTXN3_227,NA,227,GTH,NA,NA
AF11,MGTREFCLK1P_227,NA,227,GTH,NA,NA
AF10,MGTREFCLK1N_227,NA,227,GTH,NA,NA
AG9,MGTHTXP2_227,NA,227,GTH,NA,NA
AG4,MGTHRXP2_227,NA,227,GTH,NA,NA
AG3,MGTHRXN2_227,NA,227,GTH,NA,NA
AG8,MGTHTXN2_227,NA,227,GTH,NA,NA
AH7,MGTHTXP1_227,NA,227,GTH,NA,NA
AH2,MGTHRXP1_227,NA,227,GTH,NA,NA
AH1,MGTHRXN1_227,NA,227,GTH,NA,NA
AH6,MGTHTXN1_227,NA,227,GTH,NA,NA
AH11,MGTREFCLK0P_227,NA,227,GTH,NA,NA
AH10,MGTREFCLK0N_227,NA,227,GTH,NA,NA
AJ9,MGTHTXP0_227,NA,227,GTH,NA,NA
AJ4,MGTHRXP0_227,NA,227,GTH,NA,NA
AJ3,MGTHRXN0_227,NA,227,GTH,NA,NA
AJ8,MGTHTXN0_227,NA,227,GTH,NA,NA
AB7,MGTHTXP3_228,NA,228,GTH,NA,NA
AB2,MGTHRXP3_228,NA,228,GTH,NA,NA
AB1,MGTHRXN3_228,NA,228,GTH,NA,NA
AB6,MGTHTXN3_228,NA,228,GTH,NA,NA
AB11,MGTREFCLK1P_228,NA,228,GTH,NA,NA
AB10,MGTREFCLK1N_228,NA,228,GTH,NA,NA
AC9,MGTHTXP2_228,NA,228,GTH,NA,NA
AC4,MGTHRXP2_228,NA,228,GTH,NA,NA
AC3,MGTHRXN2_228,NA,228,GTH,NA,NA
AC8,MGTHTXN2_228,NA,228,GTH,NA,NA
AD7,MGTHTXP1_228,NA,228,GTH,NA,NA
AD2,MGTHRXP1_228,NA,228,GTH,NA,NA
AD1,MGTHRXN1_228,NA,228,GTH,NA,NA
AD6,MGTHTXN1_228,NA,228,GTH,NA,NA
AD11,MGTREFCLK0P_228,NA,228,GTH,NA,NA
AD10,MGTREFCLK0N_228,NA,228,GTH,NA,NA
AE9,MGTHTXP0_228,NA,228,GTH,NA,NA
AE4,MGTHRXP0_228,NA,228,GTH,NA,NA
AE3,MGTHRXN0_228,NA,228,GTH,NA,NA
AE8,MGTHTXN0_228,NA,228,GTH,NA,NA
V7,MGTHTXP3_229,NA,229,GTH,NA,NA
V2,MGTHRXP3_229,NA,229,GTH,NA,NA
V1,MGTHRXN3_229,NA,229,GTH,NA,NA
V6,MGTHTXN3_229,NA,229,GTH,NA,NA
V11,MGTREFCLK1P_229,NA,229,GTH,NA,NA
V10,MGTREFCLK1N_229,NA,229,GTH,NA,NA
W9,MGTHTXP2_229,NA,229,GTH,NA,NA
W4,MGTHRXP2_229,NA,229,GTH,NA,NA
W3,MGTHRXN2_229,NA,229,GTH,NA,NA
W8,MGTHTXN2_229,NA,229,GTH,NA,NA
Y7,MGTHTXP1_229,NA,229,GTH,NA,NA
Y2,MGTHRXP1_229,NA,229,GTH,NA,NA
