Device/Package xcku095ffvb2104 3/31/2015 11:10:43,,,,,,
Y1,MGTHRXN1_229,NA,229,GTH,NA,NA
Y6,MGTHTXN1_229,NA,229,GTH,NA,NA
Y11,MGTREFCLK0P_229,NA,229,GTH,NA,NA
Y10,MGTREFCLK0N_229,NA,229,GTH,NA,NA
AA9,MGTHTXP0_229,NA,229,GTH,NA,NA
AA4,MGTHRXP0_229,NA,229,GTH,NA,NA
AA3,MGTHRXN0_229,NA,229,GTH,NA,NA
AA8,MGTHTXN0_229,NA,229,GTH,NA,NA
P7,MGTHTXP3_230,NA,230,GTH,NA,NA
P2,MGTHRXP3_230,NA,230,GTH,NA,NA
P1,MGTHRXN3_230,NA,230,GTH,NA,NA
P6,MGTHTXN3_230,NA,230,GTH,NA,NA
P11,MGTREFCLK1P_230,NA,230,GTH,NA,NA
P10,MGTREFCLK1N_230,NA,230,GTH,NA,NA
R9,MGTHTXP2_230,NA,230,GTH,NA,NA
R4,MGTHRXP2_230,NA,230,GTH,NA,NA
R3,MGTHRXN2_230,NA,230,GTH,NA,NA
R8,MGTHTXN2_230,NA,230,GTH,NA,NA
T7,MGTHTXP1_230,NA,230,GTH,NA,NA
T2,MGTHRXP1_230,NA,230,GTH,NA,NA
T1,MGTHRXN1_230,NA,230,GTH,NA,NA
T6,MGTHTXN1_230,NA,230,GTH,NA,NA
T11,MGTREFCLK0P_230,NA,230,GTH,NA,NA
T10,MGTREFCLK0N_230,NA,230,GTH,NA,NA
U9,MGTHTXP0_230,NA,230,GTH,NA,NA
U4,MGTHRXP0_230,NA,230,GTH,NA,NA
U3,MGTHRXN0_230,NA,230,GTH,NA,NA
U8,MGTHTXN0_230,NA,230,GTH,NA,NA
K7,MGTHTXP3_231,NA,231,GTH,NA,NA
K2,MGTHRXP3_231,NA,231,GTH,NA,NA
K1,MGTHRXN3_231,NA,231,GTH,NA,NA
K6,MGTHTXN3_231,NA,231,GTH,NA,NA
K11,MGTREFCLK1P_231,NA,231,GTH,NA,NA
K10,MGTREFCLK1N_231,NA,231,GTH,NA,NA
L9,MGTHTXP2_231,NA,231,GTH,NA,NA
L4,MGTHRXP2_231,NA,231,GTH,NA,NA
L3,MGTHRXN2_231,NA,231,GTH,NA,NA
L8,MGTHTXN2_231,NA,231,GTH,NA,NA
M7,MGTHTXP1_231,NA,231,GTH,NA,NA
M2,MGTHRXP1_231,NA,231,GTH,NA,NA
M1,MGTHRXN1_231,NA,231,GTH,NA,NA
M6,MGTHTXN1_231,NA,231,GTH,NA,NA
M11,MGTREFCLK0P_231,NA,231,GTH,NA,NA
M10,MGTREFCLK0N_231,NA,231,GTH,NA,NA
N9,MGTHTXP0_231,NA,231,GTH,NA,NA
N4,MGTHRXP0_231,NA,231,GTH,NA,NA
N3,MGTHRXN0_231,NA,231,GTH,NA,NA
N8,MGTHTXN0_231,NA,231,GTH,NA,NA
A3,GND,NA,NA,NA,NA,NA
A6,GND,NA,NA,NA,NA,NA
A10,GND,NA,NA,NA,NA,NA
A12,GND,NA,NA,NA,NA,NA
A21,GND,NA,NA,NA,NA,NA
A31,GND,NA,NA,NA,NA,NA
A41,GND,NA,NA,NA,NA,NA
A44,GND,NA,NA,NA,NA,NA
B2,GND,NA,NA,NA,NA,NA
B4,GND,NA,NA,NA,NA,NA
B5,GND,NA,NA,NA,NA,NA
B6,GND,NA,NA,NA,NA,NA
B7,GND,NA,NA,NA,NA,NA
B8,GND,NA,NA,NA,NA,NA
B12,GND,NA,NA,NA,NA,NA
B18,GND,NA,NA,NA,NA,NA
B28,GND,NA,NA,NA,NA,NA
B38,GND,NA,NA,NA,NA,NA
B41,GND,NA,NA,NA,NA,NA
B44,GND,NA,NA,NA,NA,NA
B45,GND,NA,NA,NA,NA,NA
C1,GND,NA,NA,NA,NA,NA
C2,GND,NA,NA,NA,NA,NA
C5,GND,NA,NA,NA,NA,NA
C11,GND,NA,NA,NA,NA,NA
C12,GND,NA,NA,NA,NA,NA
C15,GND,NA,NA,NA,NA,NA
C25,GND,NA,NA,NA,NA,NA
C35,GND,NA,NA,NA,NA,NA
C41,GND,NA,NA,NA,NA,NA
C44,GND,NA,NA,NA,NA,NA
C46,GND,NA,NA,NA,NA,NA
D3,GND,NA,NA,NA,NA,NA
D4,GND,NA,NA,NA,NA,NA
D5,GND,NA,NA,NA,NA,NA
D9,GND,NA,NA,NA,NA,NA
D12,GND,NA,NA,NA,NA,NA
D22,GND,NA,NA,NA,NA,NA
D32,GND,NA,NA,NA,NA,NA
D41,GND,NA,NA,NA,NA,NA
D42,GND,NA,NA,NA,NA,NA
D44,GND,NA,NA,NA,NA,NA
E1,GND,NA,NA,NA,NA,NA
E2,GND,NA,NA,NA,NA,NA
E5,GND,NA,NA,NA,NA,NA
E6,GND,NA,NA,NA,NA,NA
E10,GND,NA,NA,NA,NA,NA
E12,GND,NA,NA,NA,NA,NA
E19,GND,NA,NA,NA,NA,NA
E29,GND,NA,NA,NA,NA,NA
E41,GND,NA,NA,NA,NA,NA
E44,GND,NA,NA,NA,NA,NA
E45,GND,NA,NA,NA,NA,NA
E46,GND,NA,NA,NA,NA,NA
F3,GND,NA,NA,NA,NA,NA
F4,GND,NA,NA,NA,NA,NA
F5,GND,NA,NA,NA,NA,NA
F8,GND,NA,NA,NA,NA,NA
F12,GND,NA,NA,NA,NA,NA
F16,GND,NA,NA,NA,NA,NA
F26,GND,NA,NA,NA,NA,NA
F36,GND,NA,NA,NA,NA,NA
F39,GND,NA,NA,NA,NA,NA
F40,GND,NA,NA,NA,NA,NA
F41,GND,NA,NA,NA,NA,NA
F44,GND,NA,NA,NA,NA,NA
G1,GND,NA,NA,NA,NA,NA
G2,GND,NA,NA,NA,NA,NA
G5,GND,NA,NA,NA,NA,NA
G7,GND,NA,NA,NA,NA,NA
G11,GND,NA,NA,NA,NA,NA
G12,GND,NA,NA,NA,NA,NA
G13,GND,NA,NA,NA,NA,NA
G23,GND,NA,NA,NA,NA,NA
G33,GND,NA,NA,NA,NA,NA
G39,GND,NA,NA,NA,NA,NA
G42,GND,NA,NA,NA,NA,NA
G43,GND,NA,NA,NA,NA,NA
G44,GND,NA,NA,NA,NA,NA
G45,GND,NA,NA,NA,NA,NA
G46,GND,NA,NA,NA,NA,NA
H3,GND,NA,NA,NA,NA,NA
H4,GND,NA,NA,NA,NA,NA
H5,GND,NA,NA,NA,NA,NA
H9,GND,NA,NA,NA,NA,NA
H12,GND,NA,NA,NA,NA,NA
H20,GND,NA,NA,NA,NA,NA
H30,GND,NA,NA,NA,NA,NA
H39,GND,NA,NA,NA,NA,NA
H41,GND,NA,NA,NA,NA,NA
H42,GND,NA,NA,NA,NA,NA
H45,GND,NA,NA,NA,NA,NA
H46,GND,NA,NA,NA,NA,NA
J1,GND,NA,NA,NA,NA,NA
J2,GND,NA,NA,NA,NA,NA
J5,GND,NA,NA,NA,NA,NA
J6,GND,NA,NA,NA,NA,NA
J10,GND,NA,NA,NA,NA,NA
J12,GND,NA,NA,NA,NA,NA
J17,GND,NA,NA,NA,NA,NA
J27,GND,NA,NA,NA,NA,NA
J37,GND,NA,NA,NA,NA,NA
J38,GND,NA,NA,NA,NA,NA
J39,GND,NA,NA,NA,NA,NA
J42,GND,NA,NA,NA,NA,NA
J43,GND,NA,NA,NA,NA,NA
J44,GND,NA,NA,NA,NA,NA
K3,GND,NA,NA,NA,NA,NA
K4,GND,NA,NA,NA,NA,NA
K5,GND,NA,NA,NA,NA,NA
K8,GND,NA,NA,NA,NA,NA
K12,GND,NA,NA,NA,NA,NA
K14,GND,NA,NA,NA,NA,NA
K24,GND,NA,NA,NA,NA,NA
K35,GND,NA,NA,NA,NA,NA
K36,GND,NA,NA,NA,NA,NA
K37,GND,NA,NA,NA,NA,NA
K40,GND,NA,NA,NA,NA,NA
K42,GND,NA,NA,NA,NA,NA
K45,GND,NA,NA,NA,NA,NA
K46,GND,NA,NA,NA,NA,NA
L1,GND,NA,NA,NA,NA,NA
L2,GND,NA,NA,NA,NA,NA
L5,GND,NA,NA,NA,NA,NA
L7,GND,NA,NA,NA,NA,NA
L11,GND,NA,NA,NA,NA,NA
L12,GND,NA,NA,NA,NA,NA
L21,GND,NA,NA,NA,NA,NA
L31,GND,NA,NA,NA,NA,NA
L35,GND,NA,NA,NA,NA,NA
L39,GND,NA,NA,NA,NA,NA
L42,GND,NA,NA,NA,NA,NA
L43,GND,NA,NA,NA,NA,NA
L44,GND,NA,NA,NA,NA,NA
M3,GND,NA,NA,NA,NA,NA
M4,GND,NA,NA,NA,NA,NA
M5,GND,NA,NA,NA,NA,NA
M9,GND,NA,NA,NA,NA,NA
M12,GND,NA,NA,NA,NA,NA
M18,GND,NA,NA,NA,NA,NA
M28,GND,NA,NA,NA,NA,NA
M35,GND,NA,NA,NA,NA,NA
M37,GND,NA,NA,NA,NA,NA
M41,GND,NA,NA,NA,NA,NA
M42,GND,NA,NA,NA,NA,NA
M45,GND,NA,NA,NA,NA,NA
M46,GND,NA,NA,NA,NA,NA
N1,GND,NA,NA,NA,NA,NA
N2,GND,NA,NA,NA,NA,NA
N5,GND,NA,NA,NA,NA,NA
N6,GND,NA,NA,NA,NA,NA
N10,GND,NA,NA,NA,NA,NA
N12,GND,NA,NA,NA,NA,NA
N15,GND,NA,NA,NA,NA,NA
N25,GND,NA,NA,NA,NA,NA
N35,GND,NA,NA,NA,NA,NA
N38,GND,NA,NA,NA,NA,NA
N42,GND,NA,NA,NA,NA,NA
N43,GND,NA,NA,NA,NA,NA
N44,GND,NA,NA,NA,NA,NA
P3,GND,NA,NA,NA,NA,NA
P4,GND,NA,NA,NA,NA,NA
P5,GND,NA,NA,NA,NA,NA
P8,GND,NA,NA,NA,NA,NA
P12,GND,NA,NA,NA,NA,NA
P22,GND,NA,NA,NA,NA,NA
P32,GND,NA,NA,NA,NA,NA
P35,GND,NA,NA,NA,NA,NA
P36,GND,NA,NA,NA,NA,NA
P40,GND,NA,NA,NA,NA,NA
P42,GND,NA,NA,NA,NA,NA
P45,GND,NA,NA,NA,NA,NA
P46,GND,NA,NA,NA,NA,NA
R1,GND,NA,NA,NA,NA,NA
R2,GND,NA,NA,NA,NA,NA
R5,GND,NA,NA,NA,NA,NA
R7,GND,NA,NA,NA,NA,NA
R10,GND,NA,NA,NA,NA,NA
R19,GND,NA,NA,NA,NA,NA
R29,GND,NA,NA,NA,NA,NA
R35,GND,NA,NA,NA,NA,NA
R39,GND,NA,NA,NA,NA,NA
R42,GND,NA,NA,NA,NA,NA
R43,GND,NA,NA,NA,NA,NA
R44,GND,NA,NA,NA,NA,NA
T3,GND,NA,NA,NA,NA,NA
T4,GND,NA,NA,NA,NA,NA
T5,GND,NA,NA,NA,NA,NA
T9,GND,NA,NA,NA,NA,NA
T12,GND,NA,NA,NA,NA,NA
T14,GND,NA,NA,NA,NA,NA
T16,GND,NA,NA,NA,NA,NA
T18,GND,NA,NA,NA,NA,NA
T20,GND,NA,NA,NA,NA,NA
T22,GND,NA,NA,NA,NA,NA
T24,GND,NA,NA,NA,NA,NA
T35,GND,NA,NA,NA,NA,NA
T37,GND,NA,NA,NA,NA,NA
T41,GND,NA,NA,NA,NA,NA
T42,GND,NA,NA,NA,NA,NA
T45,GND,NA,NA,NA,NA,NA
T46,GND,NA,NA,NA,NA,NA
U1,GND,NA,NA,NA,NA,NA
U2,GND,NA,NA,NA,NA,NA
U5,GND,NA,NA,NA,NA,NA
U6,GND,NA,NA,NA,NA,NA
U10,GND,NA,NA,NA,NA,NA
U13,GND,NA,NA,NA,NA,NA
U15,GND,NA,NA,NA,NA,NA
U17,GND,NA,NA,NA,NA,NA
U19,GND,NA,NA,NA,NA,NA
U21,GND,NA,NA,NA,NA,NA
U23,GND,NA,NA,NA,NA,NA
U25,GND,NA,NA,NA,NA,NA
U27,GND,NA,NA,NA,NA,NA
U33,GND,NA,NA,NA,NA,NA
U35,GND,NA,NA,NA,NA,NA
U38,GND,NA,NA,NA,NA,NA
U42,GND,NA,NA,NA,NA,NA
U43,GND,NA,NA,NA,NA,NA
U44,GND,NA,NA,NA,NA,NA
V3,GND,NA,NA,NA,NA,NA
V4,GND,NA,NA,NA,NA,NA
V5,GND,NA,NA,NA,NA,NA
V8,GND,NA,NA,NA,NA,NA
V14,GND,NA,NA,NA,NA,NA
V16,GND,NA,NA,NA,NA,NA
V18,GND,NA,NA,NA,NA,NA
V20,GND,NA,NA,NA,NA,NA
V22,GND,NA,NA,NA,NA,NA
V24,GND,NA,NA,NA,NA,NA
V26,GND,NA,NA,NA,NA,NA
V28,GND,NA,NA,NA,NA,NA
V30,GND,NA,NA,NA,NA,NA
V35,GND,NA,NA,NA,NA,NA
V36,GND,NA,NA,NA,NA,NA
V40,GND,NA,NA,NA,NA,NA
V42,GND,NA,NA,NA,NA,NA
V45,GND,NA,NA,NA,NA,NA
V46,GND,NA,NA,NA,NA,NA
W1,GND,NA,NA,NA,NA,NA
W2,GND,NA,NA,NA,NA,NA
W5,GND,NA,NA,NA,NA,NA
W7,GND,NA,NA,NA,NA,NA
W11,GND,NA,NA,NA,NA,NA
W13,GND,NA,NA,NA,NA,NA
W15,GND,NA,NA,NA,NA,NA
W17,GND,NA,NA,NA,NA,NA
W19,GND,NA,NA,NA,NA,NA
W21,GND,NA,NA,NA,NA,NA
W23,GND,NA,NA,NA,NA,NA
W25,GND,NA,NA,NA,NA,NA
W27,GND,NA,NA,NA,NA,NA
W29,GND,NA,NA,NA,NA,NA
W35,GND,NA,NA,NA,NA,NA
W39,GND,NA,NA,NA,NA,NA
W42,GND,NA,NA,NA,NA,NA
W43,GND,NA,NA,NA,NA,NA
W44,GND,NA,NA,NA,NA,NA
Y3,GND,NA,NA,NA,NA,NA
Y4,GND,NA,NA,NA,NA,NA
Y5,GND,NA,NA,NA,NA,NA
Y9,GND,NA,NA,NA,NA,NA
Y14,GND,NA,NA,NA,NA,NA
Y16,GND,NA,NA,NA,NA,NA
Y18,GND,NA,NA,NA,NA,NA
Y20,GND,NA,NA,NA,NA,NA
Y22,GND,NA,NA,NA,NA,NA
Y24,GND,NA,NA,NA,NA,NA
Y26,GND,NA,NA,NA,NA,NA
Y28,GND,NA,NA,NA,NA,NA
Y34,GND,NA,NA,NA,NA,NA
Y35,GND,NA,NA,NA,NA,NA
Y37,GND,NA,NA,NA,NA,NA
Y41,GND,NA,NA,NA,NA,NA
Y42,GND,NA,NA,NA,NA,NA
Y45,GND,NA,NA,NA,NA,NA
Y46,GND,NA,NA,NA,NA,NA
AA1,GND,NA,NA,NA,NA,NA
AA2,GND,NA,NA,NA,NA,NA
AA5,GND,NA,NA,NA,NA,NA
AA6,GND,NA,NA,NA,NA,NA
AA7,GND,NA,NA,NA,NA,NA
AA10,GND,NA,NA,NA,NA,NA
AA13,GND,NA,NA,NA,NA,NA
AA15,GND,NA,NA,NA,NA,NA
AA17,GND,NA,NA,NA,NA,NA
AA19,GND,NA,NA,NA,NA,NA
AA21,GND,NA,NA,NA,NA,NA
AA23,GND,NA,NA,NA,NA,NA
AA25,GND,NA,NA,NA,NA,NA
AA27,GND,NA,NA,NA,NA,NA
AA29,GND,NA,NA,NA,NA,NA
AA31,GND,NA,NA,NA,NA,NA
AA35,GND,NA,NA,NA,NA,NA
AA38,GND,NA,NA,NA,NA,NA
AA42,GND,NA,NA,NA,NA,NA
AA43,GND,NA,NA,NA,NA,NA
AA44,GND,NA,NA,NA,NA,NA
AB3,GND,NA,NA,NA,NA,NA
AB4,GND,NA,NA,NA,NA,NA
AB5,GND,NA,NA,NA,NA,NA
AB8,GND,NA,NA,NA,NA,NA
AB12,GND,NA,NA,NA,NA,NA
AB14,GND,NA,NA,NA,NA,NA
AB16,GND,NA,NA,NA,NA,NA
AB18,GND,NA,NA,NA,NA,NA
AB20,GND,NA,NA,NA,NA,NA
AB22,GND,NA,NA,NA,NA,NA
AB24,GND,NA,NA,NA,NA,NA
AB26,GND,NA,NA,NA,NA,NA
AB28,GND,NA,NA,NA,NA,NA
AB30,GND,NA,NA,NA,NA,NA
AB35,GND,NA,NA,NA,NA,NA
AB37,GND,NA,NA,NA,NA,NA
AB40,GND,NA,NA,NA,NA,NA
AB42,GND,NA,NA,NA,NA,NA
AB45,GND,NA,NA,NA,NA,NA
AB46,GND,NA,NA,NA,NA,NA
AC1,GND,NA,NA,NA,NA,NA
AC2,GND,NA,NA,NA,NA,NA
AC5,GND,NA,NA,NA,NA,NA
AC7,GND,NA,NA,NA,NA,NA
AC10,GND,NA,NA,NA,NA,NA
AC15,GND,NA,NA,NA,NA,NA
AC17,GND,NA,NA,NA,NA,NA
AC19,GND,NA,NA,NA,NA,NA
AC21,GND,NA,NA,NA,NA,NA
AC23,GND,NA,NA,NA,NA,NA
AC25,GND,NA,NA,NA,NA,NA
AC27,GND,NA,NA,NA,NA,NA
AC29,GND,NA,NA,NA,NA,NA
AC35,GND,NA,NA,NA,NA,NA
AC39,GND,NA,NA,NA,NA,NA
AC42,GND,NA,NA,NA,NA,NA
AC43,GND,NA,NA,NA,NA,NA
AC44,GND,NA,NA,NA,NA,NA
AD3,GND,NA,NA,NA,NA,NA
AD4,GND,NA,NA,NA,NA,NA
AD5,GND,NA,NA,NA,NA,NA
AD9,GND,NA,NA,NA,NA,NA
AD14,GND,NA,NA,NA,NA,NA
AD16,GND,NA,NA,NA,NA,NA
AD18,GND,NA,NA,NA,NA,NA
AD20,GND,NA,NA,NA,NA,NA
AD22,GND,NA,NA,NA,NA,NA
AD24,GND,NA,NA,NA,NA,NA
AD26,GND,NA,NA,NA,NA,NA
AD28,GND,NA,NA,NA,NA,NA
AD32,GND,NA,NA,NA,NA,NA
AD35,GND,NA,NA,NA,NA,NA
AD37,GND,NA,NA,NA,NA,NA
AD41,GND,NA,NA,NA,NA,NA
AD42,GND,NA,NA,NA,NA,NA
AD45,GND,NA,NA,NA,NA,NA
AD46,GND,NA,NA,NA,NA,NA
AE1,GND,NA,NA,NA,NA,NA
AE2,GND,NA,NA,NA,NA,NA
AE5,GND,NA,NA,NA,NA,NA
AE6,GND,NA,NA,NA,NA,NA
AE10,GND,NA,NA,NA,NA,NA
AE17,GND,NA,NA,NA,NA,NA
AE19,GND,NA,NA,NA,NA,NA
AE21,GND,NA,NA,NA,NA,NA
AE23,GND,NA,NA,NA,NA,NA
AE25,GND,NA,NA,NA,NA,NA
AE27,GND,NA,NA,NA,NA,NA
AE29,GND,NA,NA,NA,NA,NA
AE35,GND,NA,NA,NA,NA,NA
AE38,GND,NA,NA,NA,NA,NA
AE42,GND,NA,NA,NA,NA,NA
AE43,GND,NA,NA,NA,NA,NA
AE44,GND,NA,NA,NA,NA,NA
AF3,GND,NA,NA,NA,NA,NA
AF4,GND,NA,NA,NA,NA,NA
AF5,GND,NA,NA,NA,NA,NA
AF8,GND,NA,NA,NA,NA,NA
AF12,GND,NA,NA,NA,NA,NA
AF14,GND,NA,NA,NA,NA,NA
AF16,GND,NA,NA,NA,NA,NA
AF20,GND,NA,NA,NA,NA,NA
AF22,GND,NA,NA,NA,NA,NA
AF24,GND,NA,NA,NA,NA,NA
AF26,GND,NA,NA,NA,NA,NA
AF28,GND,NA,NA,NA,NA,NA
AF35,GND,NA,NA,NA,NA,NA
AF36,GND,NA,NA,NA,NA,NA
AF40,GND,NA,NA,NA,NA,NA
AF42,GND,NA,NA,NA,NA,NA
AF45,GND,NA,NA,NA,NA,NA
AF46,GND,NA,NA,NA,NA,NA
AG1,GND,NA,NA,NA,NA,NA
AG2,GND,NA,NA,NA,NA,NA
AG5,GND,NA,NA,NA,NA,NA
AG7,GND,NA,NA,NA,NA,NA
AG11,GND,NA,NA,NA,NA,NA
AG17,GND,NA,NA,NA,NA,NA
AG21,GND,NA,NA,NA,NA,NA
AG23,GND,NA,NA,NA,NA,NA
AG25,GND,NA,NA,NA,NA,NA
AG27,GND,NA,NA,NA,NA,NA
AG33,GND,NA,NA,NA,NA,NA
AG35,GND,NA,NA,NA,NA,NA
AG39,GND,NA,NA,NA,NA,NA
AG42,GND,NA,NA,NA,NA,NA
AG43,GND,NA,NA,NA,NA,NA
AG44,GND,NA,NA,NA,NA,NA
AH3,GND,NA,NA,NA,NA,NA
AH4,GND,NA,NA,NA,NA,NA
AH5,GND,NA,NA,NA,NA,NA
AH9,GND,NA,NA,NA,NA,NA
AH14,GND,NA,NA,NA,NA,NA
AH16,GND,NA,NA,NA,NA,NA
AH20,GND,NA,NA,NA,NA,NA
AH22,GND,NA,NA,NA,NA,NA
AH24,GND,NA,NA,NA,NA,NA
AH26,GND,NA,NA,NA,NA,NA
AH30,GND,NA,NA,NA,NA,NA
AH35,GND,NA,NA,NA,NA,NA
AH37,GND,NA,NA,NA,NA,NA
AH41,GND,NA,NA,NA,NA,NA
AH42,GND,NA,NA,NA,NA,NA
AH45,GND,NA,NA,NA,NA,NA
AH46,GND,NA,NA,NA,NA,NA
AJ1,GND,NA,NA,NA,NA,NA
AJ2,GND,NA,NA,NA,NA,NA
AJ5,GND,NA,NA,NA,NA,NA
AJ6,GND,NA,NA,NA,NA,NA
AJ10,GND,NA,NA,NA,NA,NA
AJ13,GND,NA,NA,NA,NA,NA
AJ15,GND,NA,NA,NA,NA,NA
AJ17,GND,NA,NA,NA,NA,NA
AJ21,GND,NA,NA,NA,NA,NA
AJ23,GND,NA,NA,NA,NA,NA
AJ25,GND,NA,NA,NA,NA,NA
AJ35,GND,NA,NA,NA,NA,NA
AJ38,GND,NA,NA,NA,NA,NA
AJ42,GND,NA,NA,NA,NA,NA
AJ43,GND,NA,NA,NA,NA,NA
AJ44,GND,NA,NA,NA,NA,NA
AK3,GND,NA,NA,NA,NA,NA
AK4,GND,NA,NA,NA,NA,NA
AK5,GND,NA,NA,NA,NA,NA
AK8,GND,NA,NA,NA,NA,NA
AK14,GND,NA,NA,NA,NA,NA
AK16,GND,NA,NA,NA,NA,NA
AK18,GND,NA,NA,NA,NA,NA
AK20,GND,NA,NA,NA,NA,NA
AK22,GND,NA,NA,NA,NA,NA
AK24,GND,NA,NA,NA,NA,NA
AK34,GND,NA,NA,NA,NA,NA
AK35,GND,NA,NA,NA,NA,NA
AK37,GND,NA,NA,NA,NA,NA
AK40,GND,NA,NA,NA,NA,NA
AK42,GND,NA,NA,NA,NA,NA
AK45,GND,NA,NA,NA,NA,NA
AK46,GND,NA,NA,NA,NA,NA
AL1,GND,NA,NA,NA,NA,NA
AL2,GND,NA,NA,NA,NA,NA
AL5,GND,NA,NA,NA,NA,NA
AL7,GND,NA,NA,NA,NA,NA
AL11,GND,NA,NA,NA,NA,NA
AL31,GND,NA,NA,NA,NA,NA
AL35,GND,NA,NA,NA,NA,NA
AL39,GND,NA,NA,NA,NA,NA
AL42,GND,NA,NA,NA,NA,NA
AL43,GND,NA,NA,NA,NA,NA
AL44,GND,NA,NA,NA,NA,NA
AM3,GND,NA,NA,NA,NA,NA
AM4,GND,NA,NA,NA,NA,NA
AM5,GND,NA,NA,NA,NA,NA
AM9,GND,NA,NA,NA,NA,NA
AM18,GND,NA,NA,NA,NA,NA
AM28,GND,NA,NA,NA,NA,NA
AM35,GND,NA,NA,NA,NA,NA
AM37,GND,NA,NA,NA,NA,NA
AM41,GND,NA,NA,NA,NA,NA
AM42,GND,NA,NA,NA,NA,NA
AM45,GND,NA,NA,NA,NA,NA
AM46,GND,NA,NA,NA,NA,NA
AN1,GND,NA,NA,NA,NA,NA
AN2,GND,NA,NA,NA,NA,NA
AN5,GND,NA,NA,NA,NA,NA
AN6,GND,NA,NA,NA,NA,NA
AN10,GND,NA,NA,NA,NA,NA
AN12,GND,NA,NA,NA,NA,NA
AN15,GND,NA,NA,NA,NA,NA
AN25,GND,NA,NA,NA,NA,NA
AN35,GND,NA,NA,NA,NA,NA
AN38,GND,NA,NA,NA,NA,NA
AN42,GND,NA,NA,NA,NA,NA
AN43,GND,NA,NA,NA,NA,NA
AN44,GND,NA,NA,NA,NA,NA
AP3,GND,NA,NA,NA,NA,NA
AP4,GND,NA,NA,NA,NA,NA
AP5,GND,NA,NA,NA,NA,NA
AP8,GND,NA,NA,NA,NA,NA
AP12,GND,NA,NA,NA,NA,NA
AP22,GND,NA,NA,NA,NA,NA
AP32,GND,NA,NA,NA,NA,NA
AP35,GND,NA,NA,NA,NA,NA
AP36,GND,NA,NA,NA,NA,NA
AP40,GND,NA,NA,NA,NA,NA
AP42,GND,NA,NA,NA,NA,NA
AP45,GND,NA,NA,NA,NA,NA
AP46,GND,NA,NA,NA,NA,NA
AR1,GND,NA,NA,NA,NA,NA
AR2,GND,NA,NA,NA,NA,NA
AR5,GND,NA,NA,NA,NA,NA
AR7,GND,NA,NA,NA,NA,NA
AR11,GND,NA,NA,NA,NA,NA
AR12,GND,NA,NA,NA,NA,NA
AR19,GND,NA,NA,NA,NA,NA
AR29,GND,NA,NA,NA,NA,NA
AR35,GND,NA,NA,NA,NA,NA
AR39,GND,NA,NA,NA,NA,NA
AR42,GND,NA,NA,NA,NA,NA
AR43,GND,NA,NA,NA,NA,NA
